action,decision,v_stay,v_leave,note,step,row,col,resource,reward_total,total_digs,overall,E_next_here,resource_before,resource_after,Q_stay,Q_leave,stay_prob,E_next_here_unboosted,richness_factor,label_factor,can_dig,can_move,available_mines_here,overall_label,explorer_label,mine_id,dig_success,reward_gained,depleted,remaining_after,move_choice_label,move_probs,move_label_scores,move_e_next,cfg_init_resource,cfg_move_cost,cfg_dig_cost,cfg_reward_amount,cfg_beta_trust,cfg_stay_leave_temp,cfg_move_temp,cfg_K,cfg_SIGMA2,cfg_baseline_mode,lambda_rate,R_ENV,R_ENV_learned,cfg_richness_alpha,cfg_richness_kappa,cfg_label_alpha,post_k0,post_k1,post_k2
enter,enter,,,entered_cell,13,0,0,148.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,1.0,0.0
move,auto_leave,,,,14,1,0,,2.0,2,,0.0,148.0,144.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,14,1,0,144.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,15,0,0,,2.0,2,,0.0,144.0,140.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,neutral,,,,,,neutral,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,0.0,1.0,0.0
enter,enter,,,entered_cell,15,0,0,140.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,1.0,0.0
move,auto_leave,,,,16,0,1,,2.0,2,,0.0,140.0,136.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,16,0,1,136.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,17,0,0,,2.0,2,,0.0,136.0,132.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,neutral,,,,,,neutral,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,0.0,1.0,0.0
enter,enter,,,entered_cell,17,0,0,132.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,1.0,0.0
move,auto_leave,,,,18,0,1,,2.0,2,,0.0,132.0,128.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,18,0,1,128.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,19,0,2,,2.0,2,,0.0,128.0,124.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,19,0,2,124.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,20,0,1,,2.0,2,,0.0,124.0,120.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,20,0,1,120.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,21,0,0,,2.0,2,,0.0,120.0,116.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,neutral,,,,,,neutral,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,0.0,1.0,0.0
enter,enter,,,entered_cell,21,0,0,116.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,1.0,0.0
move,auto_leave,,,,22,0,1,,2.0,2,,0.0,116.0,112.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,22,0,1,112.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,23,0,2,,2.0,2,,0.0,112.0,108.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,23,0,2,108.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,24,1,2,,2.0,2,,0.0,108.0,104.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,24,1,2,104.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,25,2,2,,2.0,2,,0.0,104.0,100.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,25,2,2,100.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,26,2,1,,2.0,2,,0.0,100.0,96.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,26,2,1,96.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,27,2,0,,2.0,2,,0.0,96.0,92.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,27,2,0,92.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,28,2,1,,2.0,2,,0.0,92.0,88.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,28,2,1,88.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,29,2,2,,2.0,2,,0.0,88.0,84.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,29,2,2,84.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,30,1,2,,2.0,2,,0.0,84.0,80.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,30,1,2,80.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,31,0,2,,2.0,2,,0.0,80.0,76.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,31,0,2,76.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,32,1,2,,2.0,2,,0.0,76.0,72.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,32,1,2,72.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,33,0,2,,2.0,2,,0.0,72.0,68.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,33,0,2,68.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,34,0,1,,2.0,2,,0.0,68.0,64.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,34,0,1,64.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,35,0,0,,2.0,2,,0.0,64.0,60.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,neutral,,,,,,neutral,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,0.0,1.0,0.0
enter,enter,,,entered_cell,35,0,0,60.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,1.0,0.0
move,auto_leave,,,,36,0,1,,2.0,2,,0.0,60.0,56.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,36,0,1,56.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,37,0,2,,2.0,2,,0.0,56.0,52.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,37,0,2,52.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,38,1,2,,2.0,2,,0.0,52.0,48.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,38,1,2,48.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,39,0,2,,2.0,2,,0.0,48.0,44.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,39,0,2,44.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,40,0,1,,2.0,2,,0.0,44.0,40.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,40,0,1,40.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,41,0,2,,2.0,2,,0.0,40.0,36.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,41,0,2,36.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,42,0,1,,2.0,2,,0.0,36.0,32.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,42,0,1,32.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,43,0,2,,2.0,2,,0.0,32.0,28.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,43,0,2,28.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,44,1,2,,2.0,2,,0.0,28.0,24.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,44,1,2,24.0,2.0,2,neutral,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,45,0,2,,2.0,2,,0.0,24.0,20.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,45,0,2,20.0,2.0,2,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
